timestamp_ms,ecg_mV,ppg_au,pcg_au,spo2_pct,temp_c
1711780807448,-0.0115,0.6704,0.0222,98.11,36.64
1711780807452,-0.0106,0.6667,0.0266,98.11,36.64
1711780807456,-0.0098,0.6629,0.0320,98.11,36.64
1711780807460,-0.0089,0.6589,0.0368,98.11,36.64
1711780807464,-0.0080,0.6549,0.0397,98.11,36.64
1711780807468,-0.0072,0.6507,0.0396,98.11,36.64
1711780807472,-0.0063,0.6463,0.0367,98.11,36.64
1711780807476,-0.0054,0.6419,0.0318,98.11,36.64
1711780807480,-0.0045,0.6373,0.0263,98.11,36.64
1711780807484,-0.0036,0.6326,0.0220,98.11,36.64
1711780807488,-0.0027,0.6278,0.0200,98.11,36.64
1711780807492,-0.0018,0.6228,0.0211,98.11,36.64
1711780807496,-0.0009,0.6178,0.0247,98.11,36.64
1711780807500,0.0000,0.6126,0.0300,98.11,36.64
1711780807504,0.0009,0.6074,0.0353,98.11,36.64
1711780807508,0.0018,0.6020,0.0389,98.11,36.64
1711780807512,0.0027,0.5966,0.0400,98.11,36.64
1711780807516,0.0036,0.5911,0.0380,98.11,36.64
1711780807520,0.0045,0.5854,0.0337,98.11,36.64
1711780807524,0.0054,0.5797,0.0282,98.11,36.64
1711780807528,0.0063,0.5740,0.0233,98.10,36.64
1711780807532,0.0072,0.5682,0.0204,98.10,36.64
1711780807536,0.0080,0.5623,0.0203,98.10,36.64
1711780807540,0.0089,0.5563,0.0232,98.10,36.64
1711780807544,0.0098,0.5504,0.0280,98.10,36.64
1711780807548,0.0106,0.5444,0.0334,98.10,36.64
1711780807552,0.0115,0.5383,0.0379,98.10,36.64
1711780807556,0.0123,0.5323,0.0399,98.10,36.64
1711780807560,0.0131,0.5262,0.0390,98.10,36.64
1711780807564,0.0139,0.5201,0.0355,98.10,36.64
1711780807568,0.0147,0.5140,0.0303,98.10,36.64
1711780807572,0.0155,0.5080,0.0250,98.10,36.64
1711780807576,0.0163,0.5020,0.0212,98.10,36.64
1711780807580,0.0170,0.4959,0.0200,98.10,36.64
1711780807584,0.0178,0.4900,0.0218,98.10,36.64
1711780807588,0.0185,0.4841,0.0261,98.10,36.64
1711780807592,0.0192,0.4782,0.0315,98.10,36.64
1711780807596,0.0199,0.4724,0.0365,98.10,36.64
1711780807600,0.0205,0.4667,0.0395,98.10,36.64
1711780807604,0.0212,0.4611,0.0397,98.10,36.64
1711780807608,0.0218,0.4555,0.0370,98.09,36.64
1711780807612,0.0224,0.4501,0.0322,98.09,36.64
1711780807616,0.0230,0.4448,0.0268,98.09,36.64
1711780807620,0.0236,0.4396,0.0223,98.09,36.64
1711780807624,0.0241,0.4345,0.0201,98.09,36.64
1711780807628,0.0247,0.4296,0.0208,98.09,36.64
1711780807632,0.0252,0.4248,0.0243,98.09,36.64
1711780807636,0.0256,0.4202,0.0295,98.09,36.64
1711780807640,0.0261,0.4157,0.0348,98.09,36.64
1711780807644,0.0265,0.4114,0.0387,98.09,36.64
1711780807648,0.0269,0.4073,0.0400,98.09,36.64
1711780807652,0.0273,0.4034,0.0383,98.09,36.64
1711780807656,0.0277,0.3996,0.0341,98.09,36.64
1711780807660,0.0280,0.3961,0.0287,98.09,36.64
1711780807664,0.0283,0.3927,0.0237,98.09,36.64
1711780807668,0.0286,0.3896,0.0206,98.09,36.64
1711780807672,0.0289,0.3867,0.0202,98.09,36.64
1711780807676,0.0291,0.3840,0.0228,98.09,36.64
1711780807680,0.0293,0.3815,0.0275,98.09,36.64
1711780807684,0.0295,0.3793,0.0330,98.08,36.64
1711780807688,0.0296,0.3773,0.0375,98.08,36.64
1711780807692,0.0298,0.3755,0.0399,98.08,36.64
1711780807696,0.0299,0.3740,0.0393,98.08,36.64
1711780807700,0.0299,0.3727,0.0359,98.08,36.64
1711780807704,0.0300,0.3717,0.0308,98.08,36.64
1711780807708,0.0300,0.3709,0.0254,98.08,36.64
1711780807712,0.0300,0.3703,0.0214,98.08,36.64
1711780807716,0.0299,0.3701,0.0200,98.08,36.64
1711780807720,0.0299,0.3700,0.0216,98.08,36.64
1711780807724,0.0298,0.3702,0.0256,98.08,36.64
1711780807728,0.0297,0.3707,0.0310,98.08,36.64
1711780807732,0.0295,0.3714,0.0361,98.08,36.64
1711780807736,0.0293,0.3724,0.0393,98.08,36.64
1711780807740,0.0291,0.3736,0.0398,98.08,36.64
1711780807744,0.0289,0.3750,0.0374,98.08,36.64
1711780807748,0.0287,0.3767,0.0327,98.08,36.64
1711780807752,0.0284,0.3786,0.0273,98.08,36.64
1711780807756,0.0281,0.3808,0.0226,98.08,36.64
1711780807760,0.0278,0.3832,0.0202,98.08,36.64
1711780807764,0.0274,0.3858,0.0207,98.07,36.64
1711780807768,0.0270,0.3887,0.0239,98.07,36.64
1711780807772,0.0266,0.3917,0.0290,98.07,36.64
1711780807776,0.0262,0.3950,0.0344,98.07,36.64
1711780807780,0.0257,0.3984,0.0384,98.07,36.64
1711780807784,0.0252,0.4021,0.0400,98.07,36.64
1711780807788,0.0247,0.4060,0.0386,98.07,36.64
1711780807792,0.0242,0.4100,0.0346,98.07,36.64
1711780807796,0.0237,0.4142,0.0292,98.07,36.64
1711780807800,0.0231,0.4186,0.0241,98.07,36.64
1711780807804,0.0225,0.4232,0.0207,98.07,36.64
1711780807808,0.0219,0.4279,0.0201,98.07,36.64
1711780807812,0.0213,0.4327,0.0225,98.07,36.64
1711780807816,0.0206,0.4377,0.0270,98.07,36.64
1711780807820,0.0200,0.4429,0.0325,98.07,36.64
1711780807824,0.0193,0.4481,0.0372,98.07,36.64
1711780807828,0.0186,0.4535,0.0398,98.07,36.64
1711780807832,0.0179,0.4589,0.0394,98.07,36.64
1711780807836,0.0171,0.4645,0.0363,98.07,36.64
1711780807840,0.0164,0.4701,0.0313,98.06,36.64
1711780807844,0.0156,0.4758,0.0259,98.06,36.64
1711780807848,0.0148,0.4816,0.0217,98.06,36.64
1711780807852,0.0141,0.4875,0.0200,98.06,36.64
1711780807856,0.0132,0.4933,0.0213,98.06,36.64
1711780807860,0.0124,0.4993,0.0252,98.06,36.64
1711780807864,0.0116,0.5052,0.0305,98.06,36.64
1711780807868,0.0108,0.5112,0.0357,98.06,36.64
1711780807872,0.0099,0.5172,0.0392,98.06,36.64
1711780807876,0.0091,0.5232,0.0399,98.06,36.64
1711780807880,0.0082,0.5293,0.0377,98.06,36.64
1711780807884,0.0073,0.5353,0.0332,98.06,36.64
1711780807888,0.0064,0.5412,0.0278,98.06,36.64
1711780807892,0.0055,0.5472,0.0230,98.06,36.64
1711780807896,0.0047,0.5531,0.0203,98.06,36.64
1711780807900,0.0038,0.5590,0.0205,98.06,36.64
1711780807904,0.0029,0.5648,0.0235,98.06,36.64
1711780807908,0.0020,0.5706,0.0285,98.06,36.64
1711780807912,0.0011,0.5763,0.0339,98.06,36.64
1711780807916,0.0002,0.5819,0.0382,98.05,36.64
1711780807920,-0.0008,0.5875,0.0400,98.05,36.64
1711780807924,-0.0017,0.5930,0.0388,98.05,36.64
1711780807928,-0.0026,0.5984,0.0350,98.05,36.64
1711780807932,-0.0035,0.6037,0.0297,98.05,36.64
1711780807936,-0.0044,0.6090,0.0245,98.05,36.64
1711780807940,-0.0053,0.6141,0.0210,98.05,36.64
1711780807944,-0.0061,0.6191,0.0201,98.05,36.64
1711780807948,-0.0070,0.6240,0.0221,98.05,36.64
1711780807952,-0.0079,0.6288,0.0266,98.05,36.64
1711780807956,-0.0088,0.6335,0.0320,98.05,36.64
1711780807960,-0.0096,0.6381,0.0368,98.05,36.64
1711780807964,-0.0105,0.6425,0.0397,98.05,36.64
1711780807968,-0.0113,0.6468,0.0396,98.05,36.64
1711780807972,-0.0122,0.6510,0.0367,98.05,36.64
1711780807976,-0.0130,0.6551,0.0318,98.05,36.64
1711780807980,-0.0138,0.6591,0.0263,98.05,36.64
1711780807984,-0.0146,0.6629,0.0220,98.05,36.64
1711780807988,-0.0154,0.6666,0.0200,98.05,36.64
1711780807992,-0.0161,0.6702,0.0211,98.04,36.64
1711780807996,-0.0169,0.6737,0.0247,98.04,36.64
1711780808000,-0.0176,0.6770,0.0300,98.04,36.64
1711780808004,-0.0184,0.6802,0.0353,98.04,36.64
1711780808008,-0.0191,0.6833,0.0389,98.04,36.64
1711780808012,-0.0198,0.6862,0.0400,98.04,36.64
1711780808016,-0.0204,0.6891,0.0380,98.04,36.64
1711780808020,-0.0211,0.6918,0.0337,98.04,36.64
1711780808024,-0.0217,0.6944,0.0282,98.04,36.64
1711780808028,-0.0223,0.6969,0.0233,98.04,36.64
1711780808032,-0.0229,0.6992,0.0204,98.04,36.64
1711780808036,-0.0235,0.7015,0.0203,98.04,36.64
1711780808040,-0.0241,0.7036,0.0232,98.04,36.64
1711780808044,-0.0247,0.7057,0.0280,98.04,36.64
1711780808048,-0.0255,0.7076,0.0334,98.04,36.64
1711780808052,-0.0267,0.7094,0.0379,98.04,36.64
1711780808056,-0.0289,0.7112,0.0399,98.04,36.64
1711780808060,-0.0327,0.7128,0.0391,98.04,36.64
1711780808064,-0.0393,0.7143,0.0355,98.04,36.64
1711780808068,-0.0497,0.7158,0.0304,98.03,36.64
1711780808072,-0.0644,0.7172,0.0254,98.03,36.64
1711780808076,-0.0826,0.7184,0.0225,98.03,36.64
1711780808080,-0.1017,0.7196,0.0236,98.03,36.64
1711780808084,-0.1179,0.7208,0.0304,98.03,36.64
1711780808088,-0.1268,0.7218,0.0442,98.03,36.64
1711780808092,-0.1233,0.7228,0.0653,98.03,36.64
1711780808096,-0.0995,0.7237,0.0923,98.03,36.64
1711780808100,-0.0376,0.7245,0.1207,98.03,36.64
1711780808104,0.0932,0.7253,0.1440,98.03,36.64
1711780808108,0.3197,0.7260,0.1552,98.03,36.64
1711780808112,0.6209,0.7266,0.1504,98.03,36.64
1711780808116,0.8972,0.7272,0.1310,98.03,36.64
1711780808120,1.0138,0.7277,0.1035,98.03,36.64
1711780808124,0.9068,0.7282,0.0759,98.03,36.64
1711780808128,0.6421,0.7286,0.0547,98.03,36.64
1711780808132,0.3559,0.7290,0.0424,98.03,36.64
1711780808136,0.1474,0.7293,0.0381,98.03,36.64
1711780808140,0.0354,0.7295,0.0384,98.03,36.64
1711780808144,-0.0105,0.7297,0.0400,98.02,36.64
1711780808148,-0.0250,0.7299,0.0404,98.02,36.64
1711780808152,-0.0285,0.7300,0.0384,98.02,36.64
1711780808156,-0.0291,0.7300,0.0342,98.02,36.64
1711780808160,-0.0289,0.7300,0.0288,98.02,36.64
1711780808164,-0.0287,0.7300,0.0237,98.02,36.64
1711780808168,-0.0284,0.7299,0.0206,98.02,36.64
1711780808172,-0.0281,0.7297,0.0202,98.02,36.64
1711780808176,-0.0278,0.7295,0.0228,98.02,36.64
1711780808180,-0.0275,0.7293,0.0275,98.02,36.64
1711780808184,-0.0271,0.7290,0.0330,98.02,36.64
1711780808188,-0.0267,0.7286,0.0375,98.02,36.64
1711780808192,-0.0263,0.7282,0.0399,98.02,36.64
1711780808196,-0.0258,0.7277,0.0393,98.02,36.64
1711780808200,-0.0253,0.7271,0.0359,98.02,36.64
1711780808204,-0.0248,0.7265,0.0308,98.02,36.64
1711780808208,-0.0243,0.7258,0.0254,98.02,36.64
1711780808212,-0.0237,0.7251,0.0214,98.02,36.64
1711780808216,-0.0231,0.7242,0.0200,98.02,36.64
1711780808220,-0.0224,0.7233,0.0216,98.01,36.64
1711780808224,-0.0216,0.7223,0.0256,98.01,36.64
1711780808228,-0.0207,0.7213,0.0310,98.01,36.64
1711780808232,-0.0195,0.7201,0.0361,98.01,36.64
1711780808236,-0.0180,0.7189,0.0393,98.01,36.64
1711780808240,-0.0161,0.7176,0.0398,98.01,36.64
1711780808244,-0.0136,0.7162,0.0374,98.01,36.64
1711780808248,-0.0102,0.7147,0.0327,98.01,36.64
1711780808252,-0.0057,0.7131,0.0273,98.01,36.64
1711780808256,0.0001,0.7113,0.0226,98.01,36.64
1711780808260,0.0076,0.7095,0.0202,98.01,36.64
1711780808264,0.0170,0.7076,0.0207,98.01,36.64
1711780808268,0.0285,0.7056,0.0239,98.01,36.64
1711780808272,0.0420,0.7034,0.0290,98.01,36.64
1711780808276,0.0575,0.7012,0.0344,98.01,36.64
1711780808280,0.0746,0.6988,0.0384,98.01,36.64
1711780808284,0.0928,0.6963,0.0400,98.01,36.64
1711780808288,0.1112,0.6937,0.0386,98.01,36.64
1711780808292,0.1290,0.6909,0.0346,98.01,36.64
1711780808296,0.1451,0.6881,0.0292,98.00,36.64
1711780808300,0.1584,0.6851,0.0241,98.00,36.64
1711780808304,0.1682,0.6820,0.0207,98.00,36.64
1711780808308,0.1737,0.6787,0.0201,98.00,36.64
1711780808312,0.1746,0.6753,0.0225,98.00,36.64
1711780808316,0.1709,0.6718,0.0270,98.00,36.64
1711780808320,0.1629,0.6682,0.0325,98.00,36.64
1711780808324,0.1513,0.6644,0.0372,98.00,36.64
1711780808328,0.1370,0.6605,0.0398,98.00,36.64
1711780808332,0.1209,0.6565,0.0395,98.00,36.64
1711780808336,0.1043,0.6523,0.0363,98.00,36.64
1711780808340,0.0878,0.6480,0.0314,98.00,36.64
1711780808344,0.0725,0.6436,0.0264,98.00,36.64
1711780808348,0.0587,0.6391,0.0229,98.00,36.64
1711780808352,0.0469,0.6344,0.0227,98.00,36.64
1711780808356,0.0371,0.6297,0.0269,98.00,36.64
1711780808360,0.0294,0.6248,0.0357,98.00,36.64
1711780808364,0.0235,0.6198,0.0490,98.00,36.64
1711780808368,0.0193,0.6147,0.0655,98.00,36.64
1711780808372,0.0164,0.6094,0.0836,97.99,36.64
1711780808376,0.0146,0.6041,0.1012,97.99,36.64
1711780808380,0.0136,0.5987,0.1156,97.99,36.64
1711780808384,0.0132,0.5932,0.1246,97.99,36.64
1711780808388,0.0133,0.5876,0.1268,97.99,36.64
1711780808392,0.0136,0.5820,0.1220,97.99,36.64
1711780808396,0.0141,0.5762,0.1117,97.99,36.64
1711780808400,0.0147,0.5704,0.0984,97.99,36.64
1711780808404,0.0154,0.5646,0.0848,97.99,36.64
1711780808408,0.0161,0.5587,0.0730,97.99,36.64
1711780808412,0.0168,0.5527,0.0637,97.99,36.64
1711780808416,0.0175,0.5467,0.0566,97.99,36.64
1711780808420,0.0182,0.5407,0.0505,97.99,36.64
1711780808424,0.0190,0.5346,0.0444,97.99,36.64
1711780808428,0.0196,0.5286,0.0377,97.99,36.64
1711780808432,0.0203,0.5225,0.0310,97.99,36.64
1711780808436,0.0210,0.5164,0.0250,97.99,36.64
1711780808440,0.0216,0.5104,0.0211,97.99,36.64
1711780808444,0.0222,0.5043,0.0201,97.99,36.64
1711780808448,0.0228,0.4983,0.0222,97.98,36.64
1711780808452,0.0234,0.4923,0.0266,97.98,36.64
1711780808456,0.0240,0.4864,0.0320,97.98,36.64
1711780808460,0.0245,0.4805,0.0368,97.98,36.64
1711780808464,0.0250,0.4747,0.0397,97.98,36.64
1711780808468,0.0255,0.4689,0.0396,97.98,36.64
1711780808472,0.0260,0.4633,0.0367,97.98,36.64
1711780808476,0.0264,0.4577,0.0318,97.98,36.64
1711780808480,0.0268,0.4522,0.0263,97.98,36.64
1711780808484,0.0272,0.4469,0.0220,97.98,36.64
1711780808488,0.0276,0.4416,0.0200,97.98,36.64
1711780808492,0.0279,0.4365,0.0211,97.98,36.64
1711780808496,0.0282,0.4315,0.0247,97.98,36.64
1711780808500,0.0285,0.4267,0.0300,97.98,36.64
1711780808504,0.0288,0.4220,0.0353,97.98,36.64
1711780808508,0.0290,0.4174,0.0389,97.98,36.64
1711780808512,0.0293,0.4131,0.0400,97.98,36.64
1711780808516,0.0294,0.4089,0.0380,97.98,36.64
1711780808520,0.0296,0.4049,0.0337,97.98,36.64
1711780808524,0.0297,0.4011,0.0282,97.97,36.64
1711780808528,0.0298,0.3974,0.0233,97.97,36.64
1711780808532,0.0299,0.3940,0.0204,97.97,36.64
1711780808536,0.0300,0.3908,0.0203,97.97,36.64
1711780808540,0.0300,0.3878,0.0232,97.97,36.64
1711780808544,0.0300,0.3850,0.0280,97.97,36.64
1711780808548,0.0300,0.3825,0.0334,97.97,36.64
1711780808552,0.0299,0.3801,0.0379,97.97,36.64
1711780808556,0.0298,0.3780,0.0399,97.97,36.64
1711780808560,0.0297,0.3762,0.0390,97.97,36.64
1711780808564,0.0296,0.3746,0.0355,97.97,36.64
1711780808568,0.0294,0.3732,0.0303,97.97,36.64
1711780808572,0.0292,0.3721,0.0250,97.97,36.64
1711780808576,0.0290,0.3712,0.0212,97.97,36.64
1711780808580,0.0288,0.3705,0.0200,97.97,36.64
1711780808584,0.0285,0.3701,0.0218,97.97,36.64
1711780808588,0.0282,0.3700,0.0261,97.97,36.64
1711780808592,0.0279,0.3701,0.0315,97.97,36.64
1711780808596,0.0275,0.3705,0.0365,97.97,36.64
1711780808600,0.0271,0.3711,0.0395,97.96,36.64
1711780808604,0.0267,0.3720,0.0397,97.96,36.64
1711780808608,0.0263,0.3731,0.0370,97.96,36.64
1711780808612,0.0259,0.3744,0.0322,97.96,36.64
1711780808616,0.0254,0.3760,0.0268,97.96,36.64
1711780808620,0.0249,0.3779,0.0223,97.96,36.64
1711780808624,0.0244,0.3799,0.0201,97.96,36.64
1711780808628,0.0239,0.3822,0.0208,97.96,36.64
1711780808632,0.0233,0.3848,0.0243,97.96,36.64
1711780808636,0.0227,0.3875,0.0295,97.96,36.64
1711780808640,0.0221,0.3905,0.0348,97.96,36.64
1711780808644,0.0215,0.3937,0.0387,97.96,36.64
1711780808648,0.0209,0.3971,0.0400,97.96,36.64
1711780808652,0.0202,0.4006,0.0383,97.96,36.64
1711780808656,0.0195,0.4044,0.0341,97.96,36.64
1711780808660,0.0188,0.4084,0.0287,97.96,36.64
1711780808664,0.0181,0.4126,0.0237,97.96,36.64
1711780808668,0.0174,0.4169,0.0206,97.96,36.64
1711780808672,0.0166,0.4214,0.0202,97.96,36.64
1711780808676,0.0159,0.4260,0.0228,97.95,36.64
1711780808680,0.0151,0.4308,0.0275,97.95,36.64
1711780808684,0.0143,0.4358,0.0330,97.95,36.64
1711780808688,0.0135,0.4408,0.0375,97.95,36.64
1711780808692,0.0127,0.4460,0.0399,97.95,36.64
1711780808696,0.0119,0.4513,0.0393,97.95,36.64
1711780808700,0.0110,0.4568,0.0359,97.95,36.64
1711780808704,0.0102,0.4623,0.0308,97.95,36.64
1711780808708,0.0093,0.4679,0.0254,97.95,36.64
1711780808712,0.0085,0.4736,0.0214,97.95,36.64
1711780808716,0.0076,0.4793,0.0200,97.95,36.64
1711780808720,0.0067,0.4852,0.0216,97.95,36.64
1711780808724,0.0058,0.4910,0.0256,97.95,36.64
1711780808728,0.0050,0.4970,0.0310,97.95,36.64
1711780808732,0.0041,0.5029,0.0361,97.95,36.64
1711780808736,0.0032,0.5089,0.0393,97.95,36.64
1711780808740,0.0023,0.5149,0.0398,97.95,36.64
1711780808744,0.0014,0.5209,0.0374,97.95,36.64
1711780808748,0.0005,0.5269,0.0327,97.95,36.64
1711780808752,-0.0005,0.5329,0.0273,97.94,36.64
1711780808756,-0.0014,0.5389,0.0226,97.94,36.64
1711780808760,-0.0023,0.5449,0.0202,97.94,36.64
1711780808764,-0.0032,0.5508,0.0207,97.94,36.64
1711780808768,-0.0041,0.5567,0.0239,97.94,36.64
1711780808772,-0.0050,0.5625,0.0290,97.94,36.64
1711780808776,-0.0058,0.5683,0.0344,97.94,36.64
1711780808780,-0.0067,0.5741,0.0384,97.94,36.64
1711780808784,-0.0076,0.5797,0.0400,97.94,36.64
1711780808788,-0.0085,0.5853,0.0386,97.94,36.64
1711780808792,-0.0093,0.5909,0.0346,97.94,36.64
1711780808796,-0.0102,0.5963,0.0292,97.94,36.64
1711780808800,-0.0110,0.6017,0.0241,97.94,36.64
1711780808804,-0.0119,0.6069,0.0207,97.94,36.64
1711780808808,-0.0127,0.6121,0.0201,97.94,36.64
1711780808812,-0.0135,0.6171,0.0225,97.94,36.64
1711780808816,-0.0143,0.6221,0.0270,97.94,36.64
1711780808820,-0.0151,0.6269,0.0325,97.94,36.64
1711780808824,-0.0159,0.6317,0.0372,97.94,36.64
1711780808828,-0.0166,0.6363,0.0398,97.94,36.64
1711780808832,-0.0174,0.6408,0.0394,97.93,36.64
1711780808836,-0.0181,0.6452,0.0363,97.93,36.64
1711780808840,-0.0188,0.6494,0.0313,97.93,36.64
1711780808844,-0.0195,0.6536,0.0259,97.93,36.64
1711780808848,-0.0202,0.6576,0.0217,97.93,36.64
1711780808852,-0.0209,0.6614,0.0200,97.93,36.64
1711780808856,-0.0215,0.6652,0.0213,97.93,36.64
1711780808860,-0.0221,0.6688,0.0252,97.93,36.64
1711780808864,-0.0227,0.6723,0.0305,97.93,36.64
1711780808868,-0.0233,0.6757,0.0357,97.93,36.64
1711780808872,-0.0239,0.6790,0.0392,97.93,36.64
1711780808876,-0.0244,0.6821,0.0399,97.93,36.64
1711780808880,-0.0249,0.6851,0.0377,97.93,36.64
1711780808884,-0.0254,0.6880,0.0332,97.93,36.64
1711780808888,-0.0259,0.6907,0.0278,97.93,36.64
1711780808892,-0.0263,0.6934,0.0230,97.93,36.64
1711780808896,-0.0267,0.6959,0.0203,97.93,36.64
1711780808900,-0.0271,0.6983,0.0205,97.93,36.64
1711780808904,-0.0275,0.7006,0.0235,97.93,36.64
1711780808908,-0.0279,0.7028,0.0285,97.92,36.64
1711780808912,-0.0282,0.7049,0.0339,97.92,36.64
1711780808916,-0.0285,0.7069,0.0382,97.92,36.64
1711780808920,-0.0288,0.7087,0.0400,97.92,36.64
1711780808924,-0.0290,0.7105,0.0388,97.92,36.64
1711780808928,-0.0292,0.7122,0.0350,97.92,36.64
1711780808932,-0.0294,0.7137,0.0297,97.92,36.64
1711780808936,-0.0296,0.7152,0.0245,97.92,36.64
1711780808940,-0.0297,0.7166,0.0210,97.92,36.64
1711780808944,-0.0298,0.7179,0.0201,97.92,36.64
1711780808948,-0.0299,0.7192,0.0221,97.92,36.64
1711780808952,-0.0300,0.7203,0.0266,97.92,36.64
1711780808956,-0.0300,0.7214,0.0320,97.92,36.64
1711780808960,-0.0300,0.7224,0.0368,97.92,36.64
1711780808964,-0.0300,0.7233,0.0397,97.92,36.64
1711780808968,-0.0299,0.7242,0.0396,97.92,36.64
1711780808972,-0.0298,0.7250,0.0367,97.92,36.64
1711780808976,-0.0297,0.7257,0.0318,97.92,36.64
1711780808980,-0.0296,0.7264,0.0263,97.92,36.64
1711780808984,-0.0294,0.7270,0.0220,97.92,36.64
1711780808988,-0.0293,0.7275,0.0200,97.91,36.64
1711780808992,-0.0290,0.7280,0.0211,97.91,36.64
1711780808996,-0.0288,0.7284,0.0247,97.91,36.64
1711780809000,-0.0285,0.7288,0.0300,97.91,36.64
1711780809004,-0.0282,0.7291,0.0353,97.91,36.64
1711780809008,-0.0279,0.7294,0.0389,97.91,36.64
1711780809012,-0.0276,0.7296,0.0400,97.91,36.64
1711780809016,-0.0272,0.7298,0.0380,97.91,36.64
1711780809020,-0.0268,0.7299,0.0337,97.91,36.64
1711780809024,-0.0264,0.7300,0.0282,97.91,36.64
1711780809028,-0.0260,0.7300,0.0233,97.91,36.64
1711780809032,-0.0255,0.7300,0.0204,97.91,36.64
1711780809036,-0.0250,0.7299,0.0203,97.91,36.64
1711780809040,-0.0245,0.7298,0.0232,97.91,36.64
1711780809044,-0.0241,0.7296,0.0280,97.91,36.64
1711780809048,-0.0238,0.7294,0.0334,97.91,36.64
1711780809052,-0.0240,0.7291,0.0379,97.91,36.64
1711780809056,-0.0250,0.7287,0.0399,97.91,36.64
1711780809060,-0.0278,0.7283,0.0391,97.91,36.64
1711780809064,-0.0334,0.7279,0.0355,97.90,36.64
1711780809068,-0.0428,0.7273,0.0304,97.90,36.64
1711780809072,-0.0564,0.7267,0.0254,97.90,36.64
1711780809076,-0.0736,0.7261,0.0225,97.90,36.64
1711780809080,-0.0917,0.7254,0.0236,97.90,36.64
1711780809084,-0.1069,0.7246,0.0304,97.90,36.64
1711780809088,-0.1147,0.7237,0.0442,97.90,36.64
1711780809092,-0.1102,0.7227,0.0653,97.90,36.64
1711780809096,-0.0855,0.7217,0.0923,97.90,36.64
1711780809100,-0.0226,0.7206,0.1207,97.90,36.64
1711780809104,0.1092,0.7194,0.1440,97.90,36.64
1711780809108,0.3366,0.7181,0.1552,97.90,36.64
1711780809112,0.6388,0.7167,0.1504,97.90,36.64
1711780809116,0.9160,0.7153,0.1310,97.90,36.64
1711780809120,1.0334,0.7137,0.1035,97.90,36.64
1711780809124,0.9273,0.7120,0.0759,97.90,36.64
1711780809128,0.6635,0.7103,0.0547,97.90,36.64
1711780809132,0.3781,0.7084,0.0424,97.90,36.64
1711780809136,0.1704,0.7064,0.0381,97.90,36.64
1711780809140,0.0592,0.7043,0.0384,97.90,36.64
1711780809144,0.0141,0.7021,0.0400,97.89,36.64
1711780809148,0.0003,0.6997,0.0404,97.89,36.64
1711780809152,-0.0025,0.6973,0.0384,97.89,36.64
1711780809156,-0.0023,0.6947,0.0342,97.89,36.64
1711780809160,-0.0015,0.6920,0.0288,97.89,36.64
1711780809164,-0.0006,0.6892,0.0237,97.89,36.64
1711780809168,0.0003,0.6863,0.0206,97.89,36.64
1711780809172,0.0012,0.6832,0.0202,97.89,36.64
1711780809176,0.0021,0.6800,0.0228,97.89,36.64
1711780809180,0.0030,0.6767,0.0275,97.89,36.64
1711780809184,0.0039,0.6732,0.0330,97.89,36.64
1711780809188,0.0048,0.6696,0.0375,97.89,36.64
1711780809192,0.0057,0.6659,0.0399,97.89,36.64
1711780809196,0.0066,0.6620,0.0393,97.89,36.64
1711780809200,0.0075,0.6581,0.0359,97.89,36.64
1711780809204,0.0084,0.6540,0.0308,97.89,36.64
1711780809208,0.0092,0.6497,0.0254,97.89,36.64
1711780809212,0.0101,0.6454,0.0214,97.89,36.64
1711780809216,0.0110,0.6409,0.0200,97.89,36.64
1711780809220,0.0120,0.6363,0.0216,97.89,36.64
1711780809224,0.0130,0.6315,0.0256,97.88,36.64
1711780809228,0.0141,0.6267,0.0310,97.88,36.64
1711780809232,0.0154,0.6217,0.0361,97.88,36.64
1711780809236,0.0170,0.6167,0.0393,97.88,36.64
1711780809240,0.0191,0.6115,0.0398,97.88,36.64
1711780809244,0.0217,0.6062,0.0374,97.88,36.64
1711780809248,0.0251,0.6008,0.0327,97.88,36.64
1711780809252,0.0295,0.5954,0.0273,97.88,36.64
1711780809256,0.0354,0.5898,0.0226,97.88,36.64
1711780809260,0.0428,0.5842,0.0202,97.88,36.64
1711780809264,0.0521,0.5785,0.0207,97.88,36.64
1711780809268,0.0634,0.5727,0.0239,97.88,36.64
1711780809272,0.0768,0.5669,0.0290,97.88,36.64
1711780809276,0.0921,0.5610,0.0344,97.88,36.64
1711780809280,0.1090,0.5551,0.0384,97.88,36.64
1711780809284,0.1269,0.5491,0.0400,97.88,36.64
1711780809288,0.1450,0.5430,0.0386,97.88,36.64
1711780809292,0.1625,0.5370,0.0346,97.88,36.64
1711780809296,0.1782,0.5309,0.0292,97.88,36.64
1711780809300,0.1912,0.5249,0.0241,97.88,36.64
1711780809304,0.2006,0.5188,0.0207,97.87,36.64
1711780809308,0.2057,0.5127,0.0201,97.87,36.64
1711780809312,0.2061,0.5067,0.0225,97.87,36.64
1711780809316,0.2019,0.5006,0.0270,97.87,36.64
1711780809320,0.1933,0.4946,0.0325,97.87,36.64
1711780809324,0.1812,0.4887,0.0372,97.87,36.64
1711780809328,0.1663,0.4828,0.0398,97.87,36.64
1711780809332,0.1497,0.4769,0.0395,97.87,36.64
1711780809336,0.1324,0.4712,0.0363,97.87,36.64
1711780809340,0.1153,0.4655,0.0314,97.87,36.64
1711780809344,0.0992,0.4599,0.0264,97.87,36.64
